time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2025-06-02 00:00:00,10.6,4.5,66.0,0.0,,160.0,14.4,21.2,1011.2,0.0,3.0
2025-06-02 01:00:00,10.3,4.2,66.0,0.0,,160.0,14.4,24.1,1010.8,,2.0
2025-06-02 02:00:00,10.5,4.4,66.0,0.0,,160.0,14.4,26.6,1010.0,,3.0
2025-06-02 03:00:00,11.5,4.7,63.0,0.0,,160.0,14.4,27.7,1008.9,,3.0
2025-06-02 04:00:00,12.0,5.2,63.0,0.0,,160.0,14.4,29.9,1008.4,,3.0
2025-06-02 05:00:00,13.4,6.3,62.0,0.0,,160.0,14.4,30.6,1007.6,,3.0
2025-06-02 06:00:00,15.1,6.6,57.0,0.0,0.0,160.0,14.4,32.4,1006.6,24.0,3.0
2025-06-02 07:00:00,14.3,8.3,67.0,0.0,,180.0,10.8,32.4,1006.4,,3.0
2025-06-02 08:00:00,14.0,9.8,76.0,0.1,,200.0,10.8,30.6,1006.3,,7.0
2025-06-02 09:00:00,12.8,11.4,91.0,0.9,,180.0,10.8,34.2,1006.3,,7.0
2025-06-02 10:00:00,12.9,11.8,93.0,1.0,,190.0,10.8,31.7,1006.1,,8.0
2025-06-02 11:00:00,13.2,12.6,96.0,0.8,,170.0,10.8,32.8,1005.9,,8.0
2025-06-02 12:00:00,13.9,12.5,91.0,0.1,0.0,180.0,10.8,32.0,1005.7,0.0,7.0
2025-06-02 13:00:00,14.2,12.9,92.0,0.0,,210.0,7.2,26.6,1005.7,,3.0
2025-06-02 14:00:00,14.8,13.3,91.0,0.0,,210.0,10.8,28.4,1005.9,,3.0
2025-06-02 15:00:00,14.5,13.2,92.0,0.0,,230.0,14.4,29.2,1006.2,,3.0
2025-06-02 16:00:00,15.0,8.7,66.0,0.0,,260.0,18.0,28.1,1006.5,,3.0
2025-06-02 17:00:00,14.0,7.7,66.0,0.0,,260.0,14.4,30.2,1007.0,,2.0
2025-06-02 18:00:00,13.1,7.5,69.0,0.0,0.0,260.0,14.4,30.2,1007.3,60.0,1.0
2025-06-02 19:00:00,12.6,7.3,70.0,0.0,,240.0,10.8,25.9,1007.5,,1.0
2025-06-02 20:00:00,10.6,7.5,81.0,0.0,,210.0,7.2,18.4,1007.8,,1.0
2025-06-02 21:00:00,10.0,7.1,82.0,0.0,,190.0,11.0,20.9,1007.0,,3.0
2025-06-02 22:00:00,10.3,8.1,86.0,0.0,,190.0,10.8,23.4,1007.8,,3.0
2025-06-02 23:00:00,10.3,8.2,87.0,0.0,,200.0,10.8,24.8,1007.7,,3.0
2025-06-03 00:00:00,10.1,8.4,89.0,0.0,,210.0,10.8,26.3,1007.9,0.0,3.0
2025-06-03 01:00:00,10.2,9.0,92.0,0.0,,210.0,10.8,27.4,1007.9,,3.0
2025-06-03 02:00:00,10.4,9.5,94.0,0.0,,220.0,7.2,28.4,1008.0,,3.0
2025-06-03 03:00:00,10.7,9.8,94.0,0.0,,210.0,10.8,29.2,1008.0,,3.0
2025-06-03 04:00:00,11.6,10.0,90.0,0.0,,210.0,10.8,28.8,1008.3,,3.0
2025-06-03 05:00:00,12.9,10.4,85.0,0.0,,230.0,14.4,28.4,1008.6,,3.0
2025-06-03 06:00:00,13.5,9.9,79.0,0.0,0.0,220.0,14.4,29.5,1008.9,60.0,3.0
2025-06-03 07:00:00,15.8,11.0,73.0,0.0,,220.0,14.4,30.2,1009.0,,3.0
2025-06-03 08:00:00,16.5,9.7,64.0,0.0,,260.0,18.0,31.7,1009.2,,2.0
2025-06-03 09:00:00,17.5,8.1,54.0,0.0,,260.0,18.0,34.2,1009.5,,2.0
2025-06-03 10:00:00,16.5,8.5,59.0,0.0,,270.0,14.4,37.4,1009.8,,3.0
2025-06-03 11:00:00,16.8,7.7,55.0,0.0,,280.0,14.4,39.2,1010.1,,3.0
2025-06-03 12:00:00,16.2,6.6,53.0,0.0,0.0,280.0,18.0,42.1,1010.6,60.0,3.0
2025-06-03 13:00:00,15.1,6.6,57.0,0.0,,270.0,21.6,46.1,1010.9,,2.0
2025-06-03 14:00:00,15.3,6.6,56.0,0.0,,270.0,14.4,46.1,1010.9,,2.0
2025-06-03 15:00:00,14.4,6.0,57.0,0.0,,270.0,14.4,41.4,1010.8,,1.0
2025-06-03 16:00:00,13.6,6.7,63.0,0.0,,270.0,18.0,41.8,1011.0,,1.0
2025-06-03 17:00:00,13.4,6.5,63.0,0.0,,270.0,10.8,36.0,1011.0,,1.0
2025-06-03 18:00:00,12.5,6.8,68.0,0.0,0.0,260.0,10.8,30.2,1011.2,60.0,1.0
2025-06-03 19:00:00,11.0,6.9,76.0,0.0,,260.0,7.2,27.4,1011.5,,1.0
2025-06-03 20:00:00,9.6,6.9,83.0,0.0,,240.0,3.6,24.1,1011.7,,1.0
2025-06-03 21:00:00,8.7,6.7,87.0,0.0,,230.0,3.6,21.6,1011.8,,1.0
2025-06-03 22:00:00,8.4,6.9,90.0,0.0,,220.0,3.6,17.6,1012.0,,1.0
2025-06-03 23:00:00,10.0,6.0,76.0,0.0,,240.0,13.0,16.9,1012.0,,1.0
2025-06-04 00:00:00,7.5,6.0,90.0,0.0,,210.0,3.6,17.3,1012.2,0.0,1.0
2025-06-04 01:00:00,7.0,5.9,93.0,0.0,,200.0,3.6,18.7,1012.4,,1.0
2025-06-04 02:00:00,7.3,6.7,96.0,0.0,,210.0,7.2,18.0,1012.7,,1.0
2025-06-04 03:00:00,7.8,7.0,95.0,0.0,,200.0,3.6,19.8,1012.8,,1.0
2025-06-04 04:00:00,9.7,8.3,91.0,0.0,,210.0,7.2,22.0,1012.8,,1.0
2025-06-04 05:00:00,12.0,9.6,85.0,0.0,,220.0,7.2,23.4,1013.1,,2.0
2025-06-04 06:00:00,13.6,8.4,71.0,0.0,0.0,200.0,7.2,25.2,1013.1,60.0,1.0
2025-06-04 07:00:00,15.1,8.8,66.0,0.0,,200.0,10.8,26.3,1013.0,,1.0
2025-06-04 08:00:00,16.0,7.0,55.0,0.0,,220.0,14.8,30.2,1013.0,,1.0
2025-06-04 09:00:00,17.8,7.8,52.0,0.0,,210.0,10.8,34.2,1013.3,,2.0
2025-06-04 10:00:00,18.4,6.2,45.0,0.0,,220.0,14.4,34.6,1013.1,,1.0
2025-06-04 11:00:00,19.5,5.9,41.0,0.0,,220.0,10.8,35.6,1013.1,,1.0
2025-06-04 12:00:00,19.8,5.4,39.0,0.0,0.0,240.0,10.8,36.0,1012.8,60.0,1.0
2025-06-04 13:00:00,19.8,7.2,44.0,0.0,,240.0,10.8,40.3,1012.8,,1.0
2025-06-04 14:00:00,19.5,5.2,39.0,0.0,,240.0,14.4,38.2,1012.6,,1.0
2025-06-04 15:00:00,19.7,7.1,44.0,0.0,,190.0,7.2,31.7,1012.3,,2.0
2025-06-04 16:00:00,19.3,7.7,47.0,0.0,,210.0,10.8,31.7,1012.0,,1.0
2025-06-04 17:00:00,18.6,7.7,49.0,0.0,,200.0,10.8,28.8,1011.7,,1.0
2025-06-04 18:00:00,17.1,7.2,52.0,0.0,0.0,180.0,10.8,30.6,1011.4,0.0,1.0
2025-06-04 19:00:00,16.0,6.4,53.0,0.0,,160.0,10.8,28.4,1011.2,,2.0
2025-06-04 20:00:00,15.2,6.2,55.0,0.0,,150.0,14.4,28.1,1010.9,,3.0
2025-06-04 21:00:00,14.6,5.4,54.0,0.0,,160.0,14.4,31.7,1010.5,,3.0
2025-06-04 22:00:00,14.6,5.7,55.0,0.0,,160.0,14.4,29.9,1010.3,,3.0
2025-06-04 23:00:00,14.2,6.5,60.0,0.0,,160.0,14.4,31.0,1009.5,,3.0
2025-06-05 00:00:00,14.1,7.2,63.0,0.0,,160.0,14.4,32.0,1008.9,0.0,3.0
2025-06-05 01:00:00,13.7,7.0,64.0,0.0,,160.0,14.4,33.5,1008.1,,3.0
2025-06-05 02:00:00,14.5,7.1,61.0,0.0,,160.0,14.4,35.3,1007.7,,3.0
2025-06-05 03:00:00,15.0,7.3,60.0,0.8,,160.0,14.4,41.8,1007.3,,8.0
2025-06-05 04:00:00,14.8,7.8,63.0,0.2,,160.0,14.4,33.5,1006.7,,7.0
2025-06-05 05:00:00,15.5,8.2,62.0,0.6,,170.0,10.8,34.2,1006.4,,8.0
2025-06-05 06:00:00,14.5,10.7,78.0,0.0,0.0,180.0,10.8,29.2,1006.3,0.0,8.0
2025-06-05 07:00:00,13.6,11.5,87.0,0.4,,190.0,10.8,31.3,1006.5,,3.0
2025-06-05 08:00:00,14.4,12.8,90.0,0.2,,180.0,10.8,34.6,1006.1,,3.0
2025-06-05 09:00:00,17.2,13.3,78.0,0.0,,200.0,10.8,35.3,1006.0,,3.0
2025-06-05 10:00:00,18.0,13.1,73.0,0.0,,200.0,16.6,33.5,1006.0,,3.0
2025-06-05 11:00:00,19.6,14.8,74.0,0.0,,210.0,10.8,31.0,1006.6,,3.0
2025-06-05 12:00:00,20.4,15.2,72.0,0.0,0.0,250.0,14.4,31.7,1006.7,24.0,3.0
2025-06-05 13:00:00,20.7,15.0,70.0,0.0,,260.0,14.4,27.0,1006.6,,3.0
2025-06-05 14:00:00,17.7,11.9,69.0,0.0,,270.0,14.4,25.2,1007.2,,3.0
2025-06-05 15:00:00,16.8,10.6,67.0,0.0,,270.0,18.0,25.6,1007.6,,3.0
2025-06-05 16:00:00,16.0,10.3,69.0,0.0,,260.0,14.4,26.3,1007.7,,3.0
2025-06-05 17:00:00,15.2,9.5,69.0,0.0,,260.0,7.2,29.2,1007.9,,3.0
2025-06-05 18:00:00,13.8,8.0,68.0,0.0,0.0,270.0,7.2,27.4,1008.2,36.0,3.0
2025-06-05 19:00:00,12.9,8.4,74.0,0.0,,260.0,7.2,22.7,1008.6,,3.0
2025-06-05 20:00:00,12.9,8.4,74.0,0.0,,250.0,7.2,23.0,1008.9,,3.0
2025-06-05 21:00:00,11.8,7.7,76.0,0.0,,250.0,7.2,24.8,1008.9,,3.0
2025-06-05 22:00:00,9.9,7.3,84.0,0.0,,220.0,3.6,23.4,1009.0,,3.0
2025-06-05 23:00:00,9.0,7.1,88.0,0.0,,210.0,3.6,21.6,1008.7,,2.0
2025-06-06 00:00:00,8.7,6.8,88.0,0.0,,210.0,3.6,14.4,1009.1,0.0,3.0
2025-06-06 01:00:00,8.7,6.5,86.0,0.0,,210.0,3.6,11.9,1009.0,,3.0
2025-06-06 02:00:00,9.1,6.9,86.0,0.0,,190.0,3.6,11.5,1008.7,,3.0
2025-06-06 03:00:00,9.8,7.2,84.0,0.0,,180.0,3.6,13.3,1009.0,,3.0
2025-06-06 04:00:00,10.8,7.7,81.0,0.0,,180.0,7.2,12.2,1008.8,,3.0
2025-06-06 05:00:00,12.3,8.2,76.0,0.0,,170.0,7.2,17.6,1008.4,,3.0
2025-06-06 06:00:00,13.2,8.5,73.0,0.0,0.0,180.0,10.8,21.2,1008.6,0.0,3.0
2025-06-06 07:00:00,13.6,7.8,68.0,0.0,,180.0,10.8,22.3,1008.5,,3.0
2025-06-06 08:00:00,14.2,8.8,70.0,0.0,,170.0,14.4,24.1,1008.8,,3.0
2025-06-06 09:00:00,15.1,10.1,72.0,0.0,,190.0,10.8,24.8,1008.8,,3.0
2025-06-06 10:00:00,15.6,9.7,68.0,0.0,,200.0,10.8,25.6,1008.4,,3.0
2025-06-06 11:00:00,16.3,9.7,65.0,0.0,,210.0,10.8,27.7,1008.3,,3.0
2025-06-06 12:00:00,17.2,8.9,58.0,0.0,0.0,170.0,10.8,29.9,1007.8,30.0,3.0
2025-06-06 13:00:00,18.0,9.1,56.0,0.0,,180.0,11.2,28.8,1007.0,,3.0
2025-06-06 14:00:00,17.1,10.2,64.0,0.0,,180.0,10.8,30.2,1007.5,,3.0
2025-06-06 15:00:00,16.5,10.1,66.0,0.0,,170.0,10.8,29.5,1007.0,,3.0
2025-06-06 16:00:00,16.5,11.0,70.0,0.0,,170.0,7.2,27.7,1006.5,,3.0
2025-06-06 17:00:00,16.4,11.1,71.0,0.0,,160.0,10.8,27.7,1006.1,,3.0
2025-06-06 18:00:00,16.1,11.5,74.0,0.0,0.0,180.0,7.2,26.6,1005.9,0.0,3.0
2025-06-06 19:00:00,15.7,11.9,78.0,0.0,,180.0,7.2,26.3,1005.5,,3.0
2025-06-06 20:00:00,15.2,12.1,82.0,0.0,,160.0,7.2,25.6,1004.9,,3.0
2025-06-06 21:00:00,14.3,12.7,90.0,0.1,,160.0,10.8,24.8,1004.4,,3.0
2025-06-06 22:00:00,14.0,12.6,91.0,0.3,,150.0,10.8,23.4,1004.0,,3.0
2025-06-06 23:00:00,14.3,12.7,90.0,0.0,,170.0,14.4,25.2,1003.6,,3.0
2025-06-07 00:00:00,14.5,13.0,91.0,0.0,,190.0,10.8,34.6,1003.3,0.0,3.0
2025-06-07 01:00:00,14.2,12.1,87.0,0.0,,210.0,10.8,34.9,1003.2,,3.0
2025-06-07 02:00:00,13.7,11.6,87.0,0.0,,210.0,14.4,37.4,1003.2,,3.0
2025-06-07 03:00:00,13.7,11.4,86.0,0.0,,200.0,14.4,41.0,1003.6,,3.0
2025-06-07 04:00:00,13.8,11.3,85.0,0.0,,210.0,10.8,36.7,1003.8,,3.0
2025-06-07 05:00:00,14.4,10.8,79.0,0.0,,210.0,14.4,35.6,1004.2,,3.0
2025-06-07 06:00:00,14.9,10.3,74.0,0.0,0.0,210.0,14.4,37.1,1004.7,24.0,3.0
2025-06-07 07:00:00,16.0,10.1,68.0,0.0,,210.0,14.4,39.6,1004.6,,3.0
2025-06-07 08:00:00,16.9,8.3,57.0,0.0,,230.0,18.0,42.1,1005.0,,3.0
2025-06-07 09:00:00,17.2,6.7,50.0,0.0,,220.0,21.6,43.9,1005.3,,3.0
2025-06-07 10:00:00,18.1,8.1,52.0,0.0,,240.0,21.6,27.0,1005.5,,3.0
2025-06-07 11:00:00,18.6,8.0,50.0,0.0,,230.0,25.2,30.0,1005.7,,3.0
2025-06-07 12:00:00,18.5,7.6,49.0,0.0,0.0,230.0,25.2,32.0,1005.7,24.0,3.0
2025-06-07 13:00:00,17.7,8.5,55.0,0.0,,220.0,21.6,30.0,1005.9,,3.0
2025-06-07 14:00:00,18.4,8.9,54.0,0.0,,230.0,25.2,32.0,1005.8,,3.0
2025-06-07 15:00:00,17.8,9.2,57.0,0.0,,220.0,18.0,51.8,1005.7,,2.0
2025-06-07 16:00:00,17.3,9.2,59.0,0.0,,220.0,14.4,51.8,1005.6,,2.0
2025-06-07 17:00:00,17.8,8.9,56.0,0.0,,210.0,10.8,48.6,1005.4,,1.0
2025-06-07 18:00:00,16.1,4.8,47.0,0.0,0.0,230.0,14.4,45.0,1005.4,6.0,2.0
2025-06-07 19:00:00,14.8,5.6,54.0,0.0,,220.0,10.8,38.5,1005.8,,3.0
2025-06-07 20:00:00,12.9,6.5,65.0,0.0,,200.0,7.2,30.6,1005.7,,3.0
2025-06-07 21:00:00,11.3,6.2,71.0,0.0,,190.0,7.2,23.0,1005.8,,3.0
2025-06-07 22:00:00,12.4,6.2,66.0,0.0,,190.0,7.2,22.7,1005.4,,3.0
2025-06-07 23:00:00,12.1,6.4,68.0,0.0,,200.0,7.2,21.2,1005.1,,1.0
2025-06-08 00:00:00,11.7,6.8,72.0,0.0,,170.0,7.2,19.8,1004.7,0.0,1.0
2025-06-08 01:00:00,11.1,7.2,77.0,0.0,,200.0,3.6,19.1,1004.5,,3.0
2025-06-08 02:00:00,9.9,7.3,84.0,0.0,,180.0,7.2,18.0,1004.5,,2.0
2025-06-08 03:00:00,10.6,7.8,83.0,0.0,,180.0,7.2,19.4,1004.2,,3.0
2025-06-08 04:00:00,11.3,8.0,80.0,0.0,,200.0,7.2,20.5,1004.1,,3.0
2025-06-08 05:00:00,12.3,9.1,81.0,0.0,,190.0,10.8,20.5,1004.1,,3.0
2025-06-08 06:00:00,13.9,9.3,74.0,0.0,0.0,230.0,7.2,20.9,1004.0,60.0,3.0
2025-06-08 07:00:00,15.2,10.0,71.0,0.0,,250.0,7.2,23.4,1003.9,,3.0
2025-06-08 08:00:00,17.0,7.9,55.0,0.0,,240.0,11.2,28.1,1003.0,,1.0
2025-06-08 09:00:00,17.9,8.7,55.0,0.0,,260.0,14.4,29.9,1004.3,,2.0
2025-06-08 10:00:00,18.0,9.1,56.0,0.0,,270.0,14.4,34.9,1004.6,,3.0
2025-06-08 11:00:00,17.0,7.9,55.0,0.0,,320.0,14.8,34.2,1005.0,,3.0
2025-06-08 12:00:00,17.0,7.1,52.0,0.0,0.0,310.0,15.0,35.3,1005.0,0.0,3.0
2025-06-08 13:00:00,16.0,6.1,52.0,0.0,,300.0,19.0,34.9,1006.0,,3.0
2025-06-08 14:00:00,15.2,6.0,54.0,0.0,,270.0,7.2,32.4,1006.4,,3.0
2025-06-08 15:00:00,15.9,4.9,48.0,0.0,,270.0,7.2,32.8,1006.6,,3.0
2025-06-08 16:00:00,15.6,5.2,50.0,0.0,,300.0,3.6,29.2,1006.0,,3.0
2025-06-08 17:00:00,15.3,5.5,52.0,0.0,,290.0,3.6,24.1,1006.8,,3.0
2025-06-08 18:00:00,14.6,4.9,52.0,0.0,0.0,0.0,0.0,20.5,1006.5,0.0,2.0
2025-06-08 19:00:00,12.4,6.7,68.0,0.0,,70.0,3.6,15.5,1006.5,,3.0
2025-06-08 20:00:00,10.3,7.5,83.0,0.0,,160.0,3.6,10.8,1006.5,,3.0
2025-06-08 21:00:00,9.1,7.2,88.0,0.0,,70.0,3.6,12.2,1006.1,,3.0
2025-06-08 22:00:00,9.2,7.0,86.0,0.0,,130.0,3.6,14.8,1006.0,,3.0
2025-06-08 23:00:00,11.4,6.3,71.0,0.0,,80.0,3.6,11.5,1005.0,,3.0
2025-06-09 00:00:00,11.0,7.3,78.0,0.0,,90.0,3.6,9.4,1004.4,0.0,3.0
2025-06-09 01:00:00,10.6,8.0,84.0,0.0,,110.0,3.6,10.8,1003.8,,3.0
2025-06-09 02:00:00,11.1,8.7,85.0,0.0,,90.0,7.2,16.9,1002.9,,3.0
2025-06-09 03:00:00,12.3,9.3,82.0,0.0,,80.0,7.2,19.8,1002.2,,3.0
2025-06-09 04:00:00,14.0,8.6,70.0,0.0,,80.0,10.8,24.1,1001.4,,3.0
2025-06-09 05:00:00,15.1,8.1,63.0,0.0,,70.0,14.4,28.1,1000.5,,3.0
2025-06-09 06:00:00,14.8,7.6,62.0,0.0,0.0,80.0,18.0,28.8,1000.0,0.0,3.0
2025-06-09 07:00:00,14.3,9.3,72.0,0.4,,90.0,10.8,35.3,999.5,,8.0
2025-06-09 08:00:00,14.8,9.8,72.0,0.7,,80.0,14.4,35.6,999.3,,8.0
2025-06-09 09:00:00,13.2,11.4,89.0,0.3,,40.0,10.8,32.8,999.3,,9.0
2025-06-09 10:00:00,13.0,12.4,96.0,0.6,,40.0,10.8,28.1,999.3,,9.0
2025-06-09 11:00:00,13.1,12.8,98.0,2.0,,30.0,7.2,26.6,999.0,,9.0
2025-06-09 12:00:00,13.1,12.6,97.0,2.0,0.0,30.0,14.4,24.1,999.3,0.0,9.0
2025-06-09 13:00:00,12.1,11.6,97.0,0.5,,50.0,14.4,27.7,999.9,,8.0
2025-06-09 14:00:00,12.1,11.6,97.0,0.8,,40.0,14.4,25.9,1000.3,,8.0
2025-06-09 15:00:00,12.0,11.7,98.0,2.0,,30.0,14.4,26.6,1000.8,,9.0
2025-06-09 16:00:00,11.8,11.3,97.0,1.0,,20.0,14.4,24.8,1001.4,,9.0
2025-06-09 17:00:00,11.5,11.0,97.0,2.0,,360.0,14.4,33.1,1002.2,,9.0
2025-06-09 18:00:00,11.4,10.9,97.0,1.0,0.0,350.0,10.8,33.1,1003.3,0.0,9.0
2025-06-09 19:00:00,11.4,11.2,99.0,3.0,,340.0,10.8,32.8,1004.4,,9.0
2025-06-09 20:00:00,12.0,11.1,94.0,1.3,,330.0,18.4,36.7,1005.0,,9.0
2025-06-09 21:00:00,11.2,10.4,95.0,0.8,,290.0,7.2,40.7,1006.1,,9.0
2025-06-09 22:00:00,11.0,10.1,94.0,0.7,,270.0,10.8,40.7,1006.7,,8.0
2025-06-09 23:00:00,10.9,10.0,94.0,0.1,,260.0,10.8,38.5,1007.0,,8.0
2025-06-10 00:00:00,10.7,9.9,95.0,0.4,,260.0,10.8,30.2,1007.6,0.0,8.0
2025-06-10 01:00:00,10.7,9.9,95.0,0.3,,250.0,10.8,28.1,1007.9,,8.0
2025-06-10 02:00:00,10.8,9.7,93.0,0.2,,250.0,10.8,27.7,1008.2,,8.0
2025-06-10 03:00:00,10.9,9.7,92.0,0.2,,250.0,14.4,35.3,1008.7,,7.0
2025-06-10 04:00:00,11.5,9.9,90.0,0.0,,260.0,10.8,30.6,1009.4,,3.0
2025-06-10 05:00:00,12.2,9.9,86.0,0.0,,260.0,14.4,23.8,1009.9,,3.0
2025-06-10 06:00:00,13.2,9.1,76.0,0.0,0.0,260.0,10.8,24.1,1010.3,0.0,3.0
2025-06-10 07:00:00,14.5,8.2,66.0,0.0,,260.0,14.4,25.6,1010.8,,3.0
2025-06-10 08:00:00,14.9,7.7,62.0,0.0,,260.0,10.8,24.8,1011.3,,3.0
2025-06-10 09:00:00,16.0,8.5,61.0,0.0,,260.0,14.4,29.5,1011.6,,3.0
2025-06-10 10:00:00,15.9,9.8,67.0,0.0,,250.0,14.4,29.5,1011.8,,3.0
2025-06-10 11:00:00,16.2,9.4,64.0,0.0,,260.0,14.4,30.2,1011.9,,3.0
2025-06-10 12:00:00,15.0,8.7,66.0,0.0,0.0,260.0,21.6,34.9,1012.4,18.0,3.0
2025-06-10 13:00:00,15.4,9.1,66.0,0.0,,260.0,21.6,39.2,1012.5,,3.0
2025-06-10 14:00:00,15.4,9.5,68.0,0.0,,260.0,18.0,41.4,1012.6,,3.0
2025-06-10 15:00:00,15.1,7.6,61.0,0.0,,260.0,18.0,40.3,1012.5,,3.0
2025-06-10 16:00:00,13.7,9.1,74.0,0.0,,270.0,14.4,37.1,1012.8,,3.0
2025-06-10 17:00:00,13.7,8.9,73.0,0.0,,270.0,10.8,31.7,1012.7,,3.0
2025-06-10 18:00:00,13.0,5.9,62.0,0.0,0.0,260.0,7.2,31.3,1012.6,30.0,3.0
2025-06-10 19:00:00,11.6,7.9,78.0,0.0,,200.0,3.6,23.0,1012.7,,3.0
2025-06-10 20:00:00,10.1,8.0,87.0,0.0,,160.0,3.6,17.6,1012.8,,3.0
2025-06-10 21:00:00,10.3,7.0,80.0,0.0,,180.0,7.2,16.6,1012.7,,3.0
2025-06-10 22:00:00,10.3,7.0,80.0,0.0,,180.0,7.2,15.1,1012.7,,3.0
2025-06-10 23:00:00,10.1,8.0,87.0,0.0,,190.0,7.2,16.9,1012.6,,3.0
2025-06-11 00:00:00,10.1,8.9,92.0,0.0,,190.0,7.2,18.7,1012.3,0.0,3.0
2025-06-11 01:00:00,10.2,9.3,94.0,0.2,,190.0,7.2,18.0,1012.1,,7.0
2025-06-11 02:00:00,10.3,9.2,93.0,0.2,,160.0,3.6,16.2,1012.0,,7.0
2025-06-11 03:00:00,10.5,9.3,92.0,0.3,,140.0,7.2,18.0,1011.8,,8.0
2025-06-11 04:00:00,11.0,9.6,91.0,0.1,,140.0,7.2,20.2,1011.7,,8.0
2025-06-11 05:00:00,10.9,9.7,92.0,0.4,,130.0,10.8,21.6,1011.4,,8.0
2025-06-11 06:00:00,11.5,10.4,93.0,0.5,0.0,130.0,10.8,22.7,1011.3,0.0,8.0
2025-06-11 07:00:00,12.1,10.8,92.0,0.2,,120.0,10.8,24.8,1011.0,,8.0
2025-06-11 08:00:00,13.3,11.4,88.0,0.1,,150.0,7.2,26.3,1010.8,,7.0
2025-06-11 09:00:00,14.3,11.3,82.0,0.2,,160.0,7.2,25.6,1010.6,,7.0
2025-06-11 10:00:00,15.9,9.6,66.0,0.0,,160.0,10.8,27.4,1010.1,,3.0
2025-06-11 11:00:00,13.9,11.1,83.0,0.1,,170.0,10.8,27.4,1010.2,,7.0
2025-06-11 12:00:00,12.5,10.7,89.0,0.7,0.0,170.0,10.8,26.3,1010.1,0.0,7.0
2025-06-11 13:00:00,14.1,12.3,89.0,1.0,,160.0,10.8,23.0,1009.9,,7.0
2025-06-11 14:00:00,13.6,11.1,85.0,0.3,,190.0,7.2,18.4,1009.9,,8.0
2025-06-11 15:00:00,13.0,11.7,92.0,0.1,,180.0,7.2,16.2,1009.9,,8.0
2025-06-11 16:00:00,12.8,10.9,88.0,0.5,,140.0,7.2,19.4,1009.8,,17.0
2025-06-11 17:00:00,12.1,11.6,97.0,3.0,,70.0,3.6,16.6,1009.6,,17.0
2025-06-11 18:00:00,11.9,11.7,99.0,4.0,0.0,20.0,7.2,18.7,1009.5,0.0,17.0
2025-06-11 19:00:00,12.0,11.8,99.0,1.0,,340.0,7.2,18.7,1009.4,,8.0
2025-06-11 20:00:00,12.1,11.6,97.0,0.1,,150.0,7.2,16.6,1009.6,,17.0
2025-06-11 21:00:00,12.0,11.1,94.0,0.6,,110.0,13.0,18.0,1009.0,,8.0
2025-06-11 22:00:00,12.0,10.1,88.0,0.5,,100.0,13.0,19.1,1010.0,,8.0
2025-06-11 23:00:00,12.0,10.1,88.0,0.5,,90.0,11.0,19.8,1010.0,,8.0
2025-06-12 00:00:00,12.0,11.1,94.0,0.5,,80.0,11.0,21.2,1010.0,0.0,8.0
2025-06-12 01:00:00,12.0,11.1,94.0,0.4,,80.0,11.0,21.2,1010.0,,8.0
2025-06-12 02:00:00,12.0,10.1,88.0,0.3,,80.0,13.0,22.3,1010.0,,8.0
2025-06-12 03:00:00,11.7,11.1,96.0,0.1,,70.0,7.2,21.2,1011.1,,8.0
2025-06-12 04:00:00,11.9,11.3,96.0,0.6,,50.0,10.8,22.3,1011.4,,8.0
2025-06-12 05:00:00,12.1,11.5,96.0,0.2,,50.0,10.8,25.9,1011.8,,8.0
2025-06-12 06:00:00,11.9,11.4,97.0,2.0,0.0,40.0,14.4,33.8,1012.2,0.0,8.0
2025-06-12 07:00:00,12.1,11.6,97.0,3.0,,30.0,10.8,34.2,1012.6,,9.0
2025-06-12 08:00:00,12.3,11.5,95.0,0.7,,50.0,14.4,36.4,1013.5,,9.0
2025-06-12 09:00:00,12.2,11.6,96.0,2.0,,40.0,18.0,38.5,1014.3,,9.0
2025-06-12 10:00:00,12.4,11.9,97.0,0.9,,30.0,18.0,43.2,1015.2,,8.0
2025-06-12 11:00:00,12.6,12.1,97.0,1.0,,40.0,18.0,43.6,1016.0,,8.0
2025-06-12 12:00:00,13.3,12.7,96.0,0.1,0.0,30.0,18.0,42.1,1016.4,0.0,8.0
2025-06-12 13:00:00,13.7,12.4,92.0,0.4,,30.0,14.4,38.2,1017.1,,8.0
2025-06-12 14:00:00,13.9,12.3,90.0,0.0,,20.0,10.8,37.1,1017.7,,3.0
2025-06-12 15:00:00,14.1,11.4,84.0,0.0,,10.0,10.8,33.5,1018.4,,3.0
2025-06-12 16:00:00,14.3,10.9,80.0,0.0,,360.0,10.8,33.8,1019.1,,3.0
2025-06-12 17:00:00,14.1,11.4,84.0,0.1,,350.0,10.8,33.1,1019.8,,3.0
2025-06-12 18:00:00,13.8,11.7,87.0,0.0,0.0,320.0,7.2,33.1,1020.6,0.0,3.0
2025-06-12 19:00:00,14.2,10.8,80.0,0.0,,10.0,7.2,31.0,1021.2,,3.0
2025-06-12 20:00:00,13.5,11.2,86.0,0.0,,320.0,3.6,28.1,1021.7,,3.0
2025-06-12 21:00:00,12.9,11.3,90.0,0.0,,320.0,7.2,28.4,1022.2,,3.0
2025-06-12 22:00:00,13.2,11.3,88.0,0.0,,360.0,7.2,26.6,1022.6,,2.0
2025-06-12 23:00:00,13.2,11.4,89.0,0.0,,340.0,7.2,22.7,1022.8,,3.0
